,domain,phylum,class,order,family,genus,species,confidence
f1d63da515a0c96eb9f7af5de75655bb,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,,,0.9387988433441058
51ddb685cfb1775931489ebbd3eef6ca,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Paludibacter,,0.9915791223235254
c961cc0ecd0ac693e2fb7dcf7794c3e5,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,ochracea,0.936424007525966
53729ba7429e5bd2fe96229b14452bdc,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,ochracea,0.71208786001457
9930e78f4486e70ced513d619dae53fb,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,,0.9999872495375138
97e0a84031c426df75af82aeff951f26,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,,0.993160308000147
6401660183a33dded59f163fc63aab4d,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,canimorsus,0.999218754221766
dd530a50ee0277096b0cbd210cdb80b2,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,,0.9251170169750546
b0ca0d2568c23c26c6704017eae471e1,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,,0.99827146280041
8f146ce7c43f38ad3673dabe93c7c5bb,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,,0.9989122229844136
63e29d89c820b4baafc3f5622946d6ee,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,plebeius,0.99999582185379
b1141c1ab18997c3339e8229e0b9f41a,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,coprophilus,0.7348414349684167
dc7d3610c77e7c118082f25002f26cd4,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,0.9055441418475034
5db2cf37007f874e25eb2c901917e15a,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,S24-7,,,0.9999688095103736
216d5bb567182b6210e2c3dbc455f2b6,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,[Odoribacteraceae],Odoribacter,,0.9999977175425172
09fc3d8a98c2ca72c69b63a51b5b564e,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,[Barnesiellaceae],,,0.9822749685225274
d8469ca44fd367ae2aab986a57833586,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,S24-7,,,0.9986408818274316
b1e22f094d8c64fb56dbacf680dab8c9,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,,0.9999919658565952
3d6555a4886c6e4a89104136dd5ca39e,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,,0.9999208804098686
9e1c6b703a4312cce306c7757688a351,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,[Odoribacteraceae],Odoribacter,,0.9999999700283984
4fccea69a702bcb90cc0147c0fff2995,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,,0.9970890923787092
0316af109bb877b5c7a85ddecd6dfd1e,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,,0.9817909920395358
2a71af2786dfb7aeb7ac7d5372c41686,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Tannerella,,0.9995606164650755
648532aadbacef2c7f8f8468a6146fb2,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Tannerella,,0.9974428537484604
427e48835f176c1a367a14b39b882c58,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,,0.9962089135270208
71e9ece7818452114b1e87f8145aefd5,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,,0.993753660833576
41cb0c62655aa8da8968a06cde0f14a1,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Tannerella,,0.9993186057776494
3982159c2603cacc4bc4893003bda323,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,,0.9993244741362964
f8f937eeee7762f446a0e87292f98eb6,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,,0.9997637705607646
87a04eba5a3dc45f9e899d8ab4c050b4,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,,0.99428902014037
e1b32002ee69c4e3210a2a257511f96a,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,,0.9977848346123164
3a69cb2f27ac76a05405efbb5088d249,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,,0.9999999156165024
f59aa47df669ef50955ce1a0512d3abf,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,,0.9998392414259516
ab6b063ed43d8cb3008e157a0a305c47,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,putredinis,0.9955689536178416
9d17e47f8102cca1e9a0a5b0776bb85a,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,,0.93011685882259
0b925631436d3775231b60f9d0011cae,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,0.9732603741574404
2835a5008083ae7290acbca001520ad1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,0.9174254595040328
7cd67e7e02db4db794fd67ab72755f8b,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,stygium,0.942834284455504
6be678de197b54f9a04f6c984b91ef22,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas,,0.9819933988446636
3bb6760ebcd348e0c695a5fb5fccf994,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,0.9032920008684096
1b963d0d7457ac133aed9497f03b5a64,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,0.960956758143675
16564bc936c839c893f951bab613a30b,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythromicrobium,,0.8895498206304842
47e6d3cd169787ff35f9a2278b8d4a2f,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,alaskensis,0.998675750671126
01ce91fd8dbecf637eb5e67cdab5c5aa,Bacteria,Firmicutes,Clostridia,Clostridiales,[Mogibacteriaceae],,,0.9999327693617778
10ae3ca534ce9bb9f80822b4b4a6375c,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,,,0.9839889832945902
9cd30ed12a411f643a9f6c145e3b59d8,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,,,0.9526981021595676
9c773cfe6cd90b39267153cd9eac020e,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,,0.9999810261277392
c7312d5390945aa1e45badeeba28a998,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,0.999232731911168
ac809fd715cced98911f73f1dfb1ffb9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,0.9988355134588772
5a02c9985adcd7543dff8c846cff62a5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,marcusii,0.9479992871585268
74106ca246bcf2da5c4f95b82aa6867a,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,0.7621664706006951
f351326f9505ffc18da207391818c48e,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,0.938237729695955
5c4ad81078908a3b228188a847d12f9e,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,0.9989797865818834
6f384c926424d43c215fbe9337d55324,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,0.998308582207884
96802b28a3942cb6b7b40f4b9bfc0d99,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Kaistobacter,,0.7157477785588663
1a4ff0ff25ff4e919711422c2f605519,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,,0.8509227008623649
3b91757d40499fecfd75d1ad215fdd2e,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,gelidilacus,0.9966262523975864
541947958ad35c1591eb3ef433141196,Bacteria,Bacteroidetes,[Rhodothermi],[Rhodothermales],Rhodothermaceae,Rubricoccus,,0.9999999666328426
4851a0c86e3c1b3f3c67e88d8a38960a,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,,0.7553387688037312
254482075b19ff911db5e5cb26817498,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,,0.999999965355301
f9686d94e355b66c5324677db52b3aa4,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,,0.9999999883511352
1f0a072da4906270a684a389c1586582,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,,0.999995900213028
fc15824cd9e9c29e1319d32843452b54,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,0.919738748251536
94ca1389331a3a9230237844cfd545f6,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,,0.9999967347798496
185df2b73b4805164470dfaea2d05223,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,,0.9999372261242154
76d2032108822bcfaa90a4873f7a51aa,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,,0.8081250397547115
0f2a155a57fe6d0bf34767080706b3e1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,,0.999987724205843
79e9e337b10e2d298bb1b3bde946782d,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,,0.9998899285788888
7103ca740aeadee8bdf7cedaefac990b,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,,0.979488185060571
88191bcb077f725a8c8e37d74e110baa,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Cellvibrio,,0.9999756411383506
9cd758ad7582755a7f52f2b003787795,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,,0.9796609774063768
1f50ac250618ced095a2a5c34bae7651,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,,0.9989490824736512
c81e310dae79b8767597762a093082c8,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,,0.9996094044995156
0bd7addf1b999f01ad58fec8412b8931,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,,0.9999999998915424
d1dbb266dc8841470f3c42fe8f465507,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,,0.9999999906406938
6e342714744bf1b213ac0767d6c3998d,Bacteria,[Thermi],Deinococci,Deinococcales,Trueperaceae,Truepera,,0.9917856494008954
15992a34ae0f42d6b5a21eeaaef674ba,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Flavisolibacter,,0.7392661866681367
8b300bb35321f8c125cdc4c3a242bbc0,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Flavisolibacter,,0.999111706377508
bb2704c9052362b112da42bf843e7d9b,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Flavisolibacter,,0.9983161094097563
cf8a25fe1a1b134a027842e7769a285b,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Flavisolibacter,,0.9290991712851462
8fbf42d21b6c9c4a4e8e260ad1d6a1ab,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Segetibacter,,0.9999876963731428
5a61388e52a8005b6747280b9332d2de,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,,0.999851768561184
952fabf17975467e69af4ebb5efb0fb6,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,,0.882602883095212
4a5387c4bc61f2d8f3d9d2de983ba556,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Chryseobacterium,,0.954063367049003
d12759fe8dda1d65fe9077cc1ca9cf28,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Chryseobacterium,,0.9981583185541484
f8753b9f13abb306b57aedce2cf6e7d0,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Cloacibacterium,,0.9999248279797536
e6dfd15b38618c3c7ff0a025083f56d4,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Chryseobacterium,,0.9988974512795306
0310f41e594c49368dde5c5993a7a5d0,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Chryseobacterium,,0.9991233343538952
dbd1f3c3e0f401f60d44103595acdb69,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Wautersiella,,0.999983251952006
cbc2f795edfaebaf35d10b85062b426d,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Bergeyella,zoohelcum,0.9967732418740068
a3dc97e11838f1bf157aa875f2f6367d,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],,,0.7466014467215456
b0f7e29de400c6b517b39230dc1b4365,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],,,0.998861951809118
921966b15e5f1508e8650d053443c385,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],,,0.8875320511876073
1f926dee6544b252d38067cc7753383a,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,,0.7508289966771179
d30a7f0a26bd40402be57831cfa4da69,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium,orale,0.9984649354793436
c3fd5b1d03591477953d49f0f19600c4,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,,,0.999996231056866
9d68bd5a8479880505cf88ab4695b5c5,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Pontibacter,,0.9567470374340198
524f22cecc9957e9bf629b5fb0047adc,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Adhaeribacter,,0.9999633664997284
e6df6369108817c93a749fa640528e92,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Adhaeribacter,,0.9998377024973524
c9ffd432429a7600931358e3a09860f5,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Adhaeribacter,,0.9974495103955768
e83fa923d1e185d9c9de13ca3b37c8f2,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Flectobacillus,,0.9999960902614736
029cc71dc93341de90188b686798aa0d,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,,0.9998458841896384
7fa8f515ee1ac5cb8b529b13e6a89790,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella,,0.9994305599971056
aadef7fba5a0754fb631409c11fb331f,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,,0.9548679314115284
b8329e527429f07e08f04ecf93563779,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,,0.9945807442212632
475741f076c42d2c75d2d63c14fe4d3f,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,segnis,0.9286114241571496
1d2e5f3444ca750c85302ceee2473331,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,parainfluenzae,0.8948132716830166
1d284bea12006c939c03d622ce2abd5e,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,0.999999945801762
fd86856409fe6433d719558a30910515,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,,0.7412232870416937
e737a3a864791ec52f1398d83786f4f2,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,0.8129358766269505
c5b61a414bdb4305544bb4f941e0bfc9,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,0.9562710591843404
54d098d009b89779530eaf43a1bb136a,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,,0.9181931816365748
c9f68eb27669d95f1e365fc085b51ee6,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,,0.7210792416355578
31ed03e41d53de58a6348a242165c05b,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,rumoiensis,0.9042094172494296
4d987a66ee0e67b68c5c4428097eb22e,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Tatlockia,,0.8852917165838202
9f4cdae8a020a8d9c4f54e5abf5a5769,Bacteria,[Thermi],Deinococci,Deinococcales,Deinococcaceae,Deinococcus,,0.9999823550825588
21c3086fa768008b7bee62d5d13b5366,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,,,0.999649547079296
1a5ff65c7f309159df626f810d96ae8b,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,,0.9979459224175083
06845c67bc4203081a981200f33e87eb,Bacteria,Proteobacteria,TA18,PHOS-HD29,,,,0.9954141513721656
a6e9c3caf38d8be5744751bea41aa62f,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,,0.9999992115976378
c23ddff0e5a041733d633d7bfb93e0cc,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,,0.9999981543657248
e5c80b4a23b96b2fa35b6da6cac2bf73,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Flectobacillus,,0.9999961427104652
6fda1de9604a1be1b99a41028226f4a7,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,,0.9999903853890898
d002269a53cf1579adca5f0dadd4f332,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,,0.999988721515104
34e40677eda6fb724e9323b0835d5ab0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,[Odoribacteraceae],Butyricimonas,,0.9999999998631068
0524cb6dcc8f60dafc09c46911c9d0ac,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,,0.9981345089830864
df98cba64f84c4e8b7f7ea8396f4f3f9,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,cryaerophilus,0.9997547116794696
ce0a68ef210192a51f60ec3eb8e3e92e,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,ureolyticus,0.9995040984974616
b9e3d6fcb82de619e9e574be03ecaa41,Bacteria,,,,,,,0.990616761851982
93982d4e0f9eb9a6179d6abd57560c26,Bacteria,,,,,,,0.9651187014527908
99acae6a2b24652d92a1ee4cbf8faca5,Bacteria,,,,,,,0.9752561246733868
47c7eb4df73a5d553cd2f7a360ff5872,Bacteria,,,,,,,0.9524023131240648
67e23140639733766b7e127f50221289,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Anaerococcus,,0.9999999997395292
76e8305b47ef8b35c452b5490589fc95,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Anaerococcus,,0.9999999953754042
958bc15b660bce0b894665d13f910f5b,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Anaerococcus,,0.9999999999165397
2b6445815ec98d21dbe9640083f30d2f,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Anaerococcus,,0.9999999999467946
3125abe90c7ae91aec06eb104d71845f,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Anaerococcus,,0.9999999999821654
45c36b8b2965484407b8b213419d4c6c,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Anaerococcus,,0.999999999768704
48eda83fda558aea8fdd32b9c8dfff98,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],WAL_1855D,,0.9999999998926938
171930820a0db82224a948125002bf46,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Anaerococcus,,0.9999999999910044
eb19aca9a5979db01ba9947baa292633,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Anaerococcus,,0.9999999965512814
401d7866836c54f3cd18bd0fc814885e,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Anaerococcus,,0.9999999999915872
58c63b4710a70a640cb86afa4d851178,Bacteria,,,,,,,0.9538236113790112
8dc69d65ac9e71a130bc6dbeb71d2f03,Bacteria,Proteobacteria,,,,,,0.7381854636191878
ad492bcae03f566b36a19e31f04d659a,Bacteria,,,,,,,0.9755642957620916
73bca1b91fb8a80ee698f1833c073664,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,0.9916897242892072
b92e89d105e0a6e09e5984879c4c7809,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Megamonas,,0.999924459443198
458462fa1e15c439f12deec2f19af933,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Schwartzia,,0.9999999987357596
a0daabc3e11deb9b43aafbf3c8e31e35,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,,0.9999999521535596
457c3dbae079470f3cf0bf146c191e1f,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,,0.999998819756769
7e4d5b19d3213719048fe55dfad0da3a,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,0.999872548878036
0f55566622d8244073432b2e67b24baa,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,0.9998148490668556
63145f49e7efc26729094a53d97c0cd1,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,0.9997146833879746
1893b0ad352ee7db0f565bc4594e6dc6,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,0.999811114923376
2d832109f6396e0f93297efd12e1321e,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,,0.9999998279836296
c7ec57695a6d83b461eba523752755ec,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,,0.9847506822457563
3b795f0122b28b0e6a07bec73894acee,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,bromii,0.999577712876968
3ae3e825c5e3862af6c17798e2b40a37,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,,0.9955685464839632
fe98555e63f547c33b3987391cd34d5d,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,0.9992272816868384
465e9cab9abce306c1e0f7459b325c33,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,,0.8714305445607342
fe72a66c85df0ab333e3a37d0332df67,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,,0.999479312391588
f66effc279917d65747b7c3ef8d62432,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,0.8580177541937296
02ef9a59d6da8b642271166d3ffd1b52,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,0.943111041010581
f023384b8f989d014dd2ead7f10db307,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,callidus,0.8382599296282174
59fefb91cc66ef6930b0201e4bf24cbb,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,flavefaciens,0.9832678191091432
6bf95d9914dc404e98ebff522496533d,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,0.9957254983475884
a841dd7e2f38b26bb7bb37179b4141d5,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,,0.7548447453179854
d5ef913e6aee3067001dc610ac8af1d1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,,0.9976657934615636
ecbf086d6ccbe5e8c2a69d0afb144662,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,,0.9130663855428364
54fa6da8dff69b9fec4b470312d21eb9,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,,0.9072826138454247
e0a941a7b62e87ae6301bce7185e5f4a,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dermabacteraceae,Dermabacter,,0.9663512085716122
40f13b077d41d6837ca6fae65763cf01,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,,0.9999974882844068
30a88dc67e6a522087c3dfc8019550a6,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,aeria,0.9313647676180612
5042942b77f5b924b8f8c11de37a3626,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,dentocariosa,0.9999378703438654
e8e6b7fc969005938de8ac7ffb94f17c,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,mucilaginosa,0.8927690269802789
1c40ac02c49ea9e03881b0f183373417,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,mucilaginosa,0.9890932483019782
9dd67b89e90b1517d6fc340bb1745e15,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,,,0.9999842143200738
3f61c9eee7bfb0326d3efb8da077b0da,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Arcanobacterium,,0.9998322181535314
44543d9c6bb193c64d38c9bdb6790eec,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,,0.8750577053116433
